userId itemId rate date
AEHDXJ6R337YQQSMOJM7E457EDZQ B00MYTSN18 5.0 2019-01-24
AGWLVGNKZVIBBEVKQ7CDKL63NDYQ B01HDUVOGI 5.0 2018-12-24
AGUCLRLVOCIIOQTD5LWHCOWTOISQ B003INFE16 4.0 2019-05-24
AEEVV5ZNUJPY5ROUN6SYBY5GYMPA B004PYEBZ2 4.0 2016-07-24
AHH23GG3MUNPP3KNIDRD52CR57GA B00OQ0CYFE 5.0 2017-12-24
AEETCQL7LU6FBT6XU625PWFC6P4Q B005LFT3MA 5.0 2017-05-24
AHZX66WC2A6VWMX7POHYUA5MSYIQ B0123ZAUAO 5.0 2020-03-24
AFRZDIIUQGRO6PPAIFRGFLIVVLTQ B00R92CLCW 5.0 2017-05-24
AHLFZL5GNVK6OOOL74DNORZQMZ3A B00UVN2C8O 5.0 2020-09-24
AF4URQSYLACQWHIP4ZZ4TBXPFS3Q B0123ZAQJE 5.0 2019-05-24
AFGXD5NJCQXO5QACFW7P7DLKQ7WQ B017XPPECI 5.0 2018-07-24
AGATCYSFUIZGHBWNPHB2D225422A B0123ZAQJE 5.0 2019-11-24
AEETCQL7LU6FBT6XU625PWFC6P4Q B000HPV3RW 5.0 2018-03-24
AEP2HOAQG47HWBJ46BWPVOLZ73HA B001EZYMF4 5.0 2018-09-24
AGIJ6QQWJ7S5Z6P6QX5JUFHABEEQ B0134EU9YA 5.0 2019-11-24
AF7IAMW3ADWZ5LSIXYI27JRJ4HBQ B00OTK16FK 5.0 2017-08-24
AHO6N54RN67BD2G5JJPHYBO62E3Q B00DZ6R9GE 5.0 2015-10-24
AFHV2GKAXAVJAE5GTLAJ574WILQA B0123ZAQJE 5.0 2020-02-24
AGW4J5D65SEXKNNCN75F4MQIRKWA B00MLXA1IK 5.0 2016-12-24
AGSQW3S2YKZXPOWUP7GJT66TDLSQ B01HDUVOGI 5.0 2018-02-24
AFME6N4KVSZ7BF7SGGGM2T2QKI5Q B018G039IU 5.0 2019-01-24
AED2YNYCPORAAQ75IM6AIWQN7TVQ B0123ZAQJE 5.0 2020-02-24
AFLYFSC333AL6QE33EDYAXCREYVA B00S51XM5Q 5.0 2020-01-24
AHEIKXFYDCIWNL634PRIVJYQJ6HA B00S51XHUQ 5.0 2019-08-24
AFFTXVDY5EEKEZBSWQ3CHCIVJQ3Q B00S51XM5Q 5.0 2020-06-24
AH2A4B4NVGAGKS4VHRCAWPZDE5ZQ B003Y5RYNY 5.0 2018-12-24
AHKNPNZSSDJCIVOK4ODBZMEP32YQ B00LV8TZAG 5.0 2019-07-24
AG4STE3F5HHW5RWVXYLET4DXCXRA B00E1JA1PA 5.0 2019-02-24
AG2AGA7JO75C4CXSOP7AB46ZGE3A B00LM4ON3I 5.0 2019-12-24
AFYDYYG6QRGQYIY6UDWNJID2BAYQ B002SZEOLG 4.0 2015-07-24
AEETGFQVTTX5VFC3FOJ6Y4JLTG3A B003S68Q0Y 5.0 2017-12-24
AGFLSLZVVIK2GWAHOH237JZZOZRQ B00M55C1I2 5.0 2016-01-24
AFQTVFUIACW4UZRDQUJRFD76SGGQ B00NIYJL64 5.0 2016-01-24
AESBWQZK4OHQRCNOWQKUMNFS2FMA B00SPWPF1O 5.0 2016-03-24
AHFRNMIAA6J2IU6CYFOJ33OVIILQ B00009KLAE 3.0 2016-06-24
AEPS4F62NSAEAVPATVRIPJFYNZPQ B0134EU9YA 5.0 2019-07-24
AEZAMOYBWIWTYIK6GV46U3BM44CQ B00OTJZNI2 5.0 2016-03-24
AEAOPGEC4LGIS3XQ276OEJAOOTUA B00M562LF4 4.0 2016-03-24
AGETYE5SDLKWPF3NGO5HUARYQXKA B0000BVYT3 5.0 2018-12-24
AEYIXJ3LUZZCP3NKUMQQHHTUA6ZA B00K85X23O 5.0 2019-01-24
AE3MMVWLE4QUBGEMP6RWSZGA4QGQ B00IXZAH9S 5.0 2018-01-24
AGWZFWZ3HEFI55X6JUGV4RQIH43A B003ELYQGG 5.0 2015-09-24
AGYKJHXLZCOPKEP424SUW7M2LTJA B00UVN2C8O 5.0 2017-07-24
AF647IIMHTA5E2YMSE3N45WF7DVQ B01BMJ25NC 5.0 2019-01-24
AGYIAH7VBR6FTN3YEPZCPHGNCDMA B000RSOV50 5.0 2017-10-24
AEAOPGEC4LGIS3XQ276OEJAOOTUA B00TB8XZOK 5.0 2016-06-24
AGKBDM55E5MIWLMEUMGVIAI52ADQ B00ECW9DB4 5.0 2020-07-24
